book_id,title,author,genres
3951,The Cost of Discipleship,Dietrich Bonhoeffer,"non-fiction, religion, christian-living, christian-life, faith"
3952,A Gentleman in Moscow,Amor Towles,"historical-fiction, fiction, book-club, russia, historical"
3953,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"non-fiction, nonfiction, politics, history, race"
3954,Hunger,"Knut Hamsun, George Egerton",1001-books
3955,The Book of Unknown Americans,Cristina Henriquez,"fiction, book-club, contemporary"
3956,"Fever (The Chemical Garden, #2)",Lauren DeStefano,"dystopian, young-adult, dystopia, ya, romance"
3957,"B is for Burglar  (Kinsey Millhone, #2)",Sue Grafton,"mystery, sue-grafton, fiction, mysteries, series"
3958,"When Will There Be Good News? (Jackson Brodie, #3)",Kate Atkinson,"fiction, mystery, mysteries"
3959,The Joker,"Brian Azzarello, Lee Bermejo","comics, graphic-novels, graphic-novel, batman"
3960,Night Watch (Watch #1),"Sergei Lukyanenko, Andrew Bromfield","fantasy, urban-fantasy, fiction, horror, vampires"
3961,Dept. of Speculation,Jenny Offill,fiction
3962,Secrets of a Charmed Life,Susan Meissner,"historical-fiction, fiction, book-club, historical"
3963,The Great Santini,Pat Conroy,fiction
3964,Johnny Got His Gun,Dalton Trumbo,"fiction, classics, war, historical-fiction"
3965,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,"mystery, michael-connelly, fiction, harry-bosch, thriller"
3966,"Teacher Man (Frank McCourt, #3)",Frank McCourt,"non-fiction, memoir, biography, nonfiction, memoirs"
3967,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",Ellen Schreiber,vampire
3968,"The Last Guardian (Artemis Fowl, #8)",Eoin Colfer,"fantasy, artemis-fowl, fiction, ya, young-adult"
3969,Planet of the Apes,"Pierre Boulle, Xan Fielding","fiction, classics"
3970,"Ghost Town (The Morganville Vampires, #9)",Rachel Caine,"vampires, young-adult, paranormal, ya, vampire"
3971,Evergreen,Belva Plain,"historical-fiction, fiction"
3972,"Experiencing God: Knowing and Doing the Will of God, Workbook","Henry T. Blackaby, Claude V. King, Richard Blackaby",christian
3973,Deliverance,James Dickey,"fiction, classics, thriller"
3974,"Dragonsinger (Harper Hall, #2)",Anne McCaffrey,"fantasy, science-fiction, dragons, sci-fi, fiction"
3975,"Boundless (Unearthly, #3)",Cynthia Hand,"young-adult, angels, fantasy, paranormal, romance"
3976,The Whistler,John Grisham,"fiction, mystery, john-grisham, thriller"
3977,"D.Gray-man, Volume 01","Katsura Hoshino, Mayumi Kobayashi","manga, fantasy"
3978,The Robots of Dawn (Robot #3),Isaac Asimov,"science-fiction, fiction, sci-fi, scifi, asimov"
3979,The Rule of Four,"Ian Caldwell, Dustin Thomason","fiction, mystery, thriller, historical-fiction"
3980,"The Redemption of Callie & Kayden (The Coincidence, #2)",Jessica Sorensen,"new-adult, romance, young-adult, contemporary"
3981,"Avatar: The Last Airbender (The Search, #1)","Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurihiru","graphic-novels, comics, graphic-novel, fantasy, manga"
3982,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",Michael Connelly,"mystery, michael-connelly, fiction, crime, thriller"
3983,"Fire and Ice (Warriors, #2)",Erin Hunter,"fiction, erin-hunter, young-adult, series"
3984,The Darkest Whisper (Lords of the Underworld #4),Gena Showalter,"paranormal-romance, paranormal, romance, gena-showalter, demons"
3985,Love Is a Mix Tape,Rob Sheffield,"music, non-fiction, memoir, nonfiction, memoirs"
3986,Please Kill Me: The Uncensored Oral History of Punk,"Legs McNeil, Gillian McCain","music, non-fiction, nonfiction, history, rory-gilmore-reading-challenge"
3987,The Things We Wish Were True,Marybeth Mayhew Whalen,"fiction, kindle-first"
3988,"Frog and Toad All Year (Frog and Toad, #3)",Arnold Lobel,"childrens, children-s-books, children-s, picture-books, children"
3989,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",R.A. Salvatore,fantasy
3990,"The Harlequin (Anita Blake, Vampire Hunter #15)",Laurell K. Hamilton,"vampires, urban-fantasy, paranormal, fantasy, anita-blake"
3991,So B. It,Sarah Weeks,"young-adult, realistic-fiction, fiction, ya"
3992,"Found (The Missing, #1)",Margaret Peterson Haddix,"science-fiction, young-adult, sci-fi, mystery, time-travel"
3993,First Comes Love,Emily Giffin,"chick-lit, fiction, read-in-2016"
3994,The Basketball Diaries,Jim Carroll,"non-fiction, memoir"
3995,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",Frank Miller,"graphic-novels, graphic-novel, còmics"
3996,"Krew elfów (Saga o Wiedźminie, #3)",Andrzej Sapkowski,"fantasy, fiction"
3997,Little Altars Everywhere,Rebecca Wells,"fiction, chick-lit"
3998," Angels (Walsh Family, #3)",Marian Keyes,fiction
3999,"A World Without Heroes (Beyonders, #1)",Brandon Mull,"fantasy, adventure, young-adult, series, middle-grade"
4000,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,"fantasy, young-adult, adventure, fiction, series"
4001,The Fireman,Joe Hill,"horror, fiction, science-fiction, sci-fi, fantasy"
4002,"The Revenge of Seven (Lorien Legacies, #5)",Pittacus Lore,"young-adult, science-fiction, fantasy, sci-fi, series"
4003,Ben-Hur: A Tale of the Christ,Lew Wallace,"classics, historical-fiction, fiction, classic, christian"
4004,Homage to Catalonia,"George Orwell, Lionel Trilling","history, non-fiction, politics, nonfiction, war"
4005,Good Grief,Lolly Winston,"fiction, chick-lit"
4006,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)","George R.R. Martin, Gary Gianni","fantasy, fiction, short-stories"
4007,"Misguided Angel (Blue Bloods, #5)",Melissa de la Cruz,"vampires, young-adult, ya, fantasy, paranormal"
4008,"Undeniable (Undeniable, #1)",Madeline Sheehan,"romance, bikers, mc, dark, contemporary"
4009,Four Blondes,Candace Bushnell,"chick-lit, fiction"
4010,There Was An Old Lady Who Swallowed A Fly (Classic Books),Pam Adams,"children-s-books, picture-books, childrens, children-s"
4011,"The Girl In The Ice (Detective Erika Foster, #1)",Robert Bryndza,"mystery, thriller, crime, fiction"
4012,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)","Joss Whedon, Georges Jeanty","graphic-novels, comics, graphic-novel, fantasy, vampires"
4013,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Anthony Bourdain,"non-fiction, food, nonfiction, memoir, cooking"
4014,"Emily of New Moon (Emily, #1)",L.M. Montgomery,"classics, young-adult, fiction, childrens, historical-fiction"
4015,Heart of a Dog,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov","classics, science-fiction, russian-lit"
4016,Grendel,John Gardner,"fiction, fantasy, classics, literature, school"
4017,"The Pale Horseman (The Saxon Stories, #2)",Bernard Cornwell,"historical-fiction, fiction, historical, bernard-cornwell, history"
4018,Chaos: Making a New Science,James Gleick,"nonfiction, mathematics, physics, science"
4019,Marvels,"Kurt Busiek, Alex Ross","comics, graphic-novels, graphic-novel, marvel"
4020,A Hologram for the King,Dave Eggers,fiction
4021,The Future of Us,"Jay Asher, Carolyn Mackler","young-adult, ya, romance, fiction, contemporary"
4022,"Cross Country (Alex Cross, #14)",James Patterson,"james-patterson, mystery, alex-cross, fiction, thriller"
4023,"Rock Chick (Rock Chick, #1)",Kristen Ashley,"romance, kristen-ashley, contemporary-romance, contemporary, series"
4024,"The Program (The Program, #1)",Suzanne Young,"young-adult, dystopian, dystopia, ya, romance"
4025,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",Michael Connelly,"mystery, michael-connelly, crime, fiction, thriller"
4026,Judas Unchained,Peter F. Hamilton,"science-fiction, sci-fi, scifi, space-opera, fiction"
4027,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",Alexander McCall Smith,"mystery, fiction, africa, series, mysteries"
4028,Going Too Far,Jennifer Echols,"young-adult, romance, ya, contemporary, new-adult"
4029,The Son,Philipp Meyer,"historical-fiction, fiction, western"
4030,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",Sherrilyn Kenyon,"paranormal, sherrilyn-kenyon, romance, paranormal-romance, vampires"
4031,Island of the Sequined Love Nun,"Christopher Moore, Oliver Wyman","fiction, humor, fantasy, comedy, christopher-moore"
4032,All the Ugly and Wonderful Things,Bryn Greenwood,"fiction, contemporary, romance, book-club, adult"
4033,The Moon and More,Sarah Dessen,"young-adult, ya, contemporary, romance, sarah-dessen"
4034,Time Enough for Love,Robert A. Heinlein,"science-fiction, sci-fi, fiction, scifi, sf"
4035,The Barefoot Contessa Cookbook,"Ina Garten, Melanie Acevedo","cookbooks, cooking"
4036,"Virals (Virals, #1)","Kathy Reichs, Brendan Reichs","young-adult, mystery, science-fiction, ya, sci-fi"
4037,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny","Laura Schroff, Alex Tresniowski, Valerie Salembier","non-fiction, book-club, memoir, nonfiction"
4038,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)","P.C. Cast, Kristin Cast",
4039,Mennonite in a Little Black Dress: A Memoir of Going Home,Rhoda Janzen,"memoir, non-fiction, book-club, nonfiction, memoirs"
4040,The Simple Truth,David Baldacci,"david-baldacci, fiction, thriller, mystery, baldacci"
4041,"The City of Mirrors (The Passage, #3)",Justin Cronin,"horror, fiction, fantasy, science-fiction, post-apocalyptic"
4042,"Ramona Forever (Ramona, #7)",Beverly Cleary,"childrens, children, fiction, children-s-books, childhood"
4043,Anne Frank: Beyond the Diary - A Photographic Remembrance,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",history
4044,"Kushiel's Chosen (Phèdre's Trilogy, #2)",Jacqueline Carey,"fantasy, romance, fiction, series, epic-fantasy"
4045,Half Girlfriend,Chetan Bhagat,
4046,The Far Side Gallery 3,Gary Larson,"comics, humor"
4047,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"science-fiction, fiction, sci-fi, dystopia, dystopian"
4048,"11th Hour (Women's Murder Club, #11)","James Patterson, Maxine Paetro","james-patterson, mystery, fiction, women-s-murder-club, patterson"
4049,"Earth Unaware (The First Formic War, #1)","Orson Scott Card, Aaron Johnston","sci-fi, science-fiction, fiction"
4050,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,"non-fiction, spirituality, nonfiction, spiritual, psychology"
4051,The American Heiress,Daisy Goodwin,"historical-fiction, fiction"
4052,"Seeds of Yesterday (Dollanganger, #4)",V.C. Andrews,"fiction, v-c-andrews, young-adult, horror, series"
4053,The Three Little Pigs (Disney Classic),"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",childrens
4054,Andy Goldsworthy: A Collaboration with Nature,Andy Goldsworthy,art
4055,Jesus' Son,Denis Johnson,"short-stories, fiction"
4056,"The Last Man (Mitch Rapp, #13)",Vince Flynn,"thriller, fiction"
4057,Saving Fish from Drowning,Amy Tan,fiction
4058,Love Anthony,Lisa Genova,"fiction, book-club"
4059,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,"marketing, business"
4060,"The Last Star (The 5th Wave, #3)",Rick Yancey,"young-adult, sci-fi, science-fiction, dystopian, ya"
4061,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Bryan Lee O'Malley, Steve Buccellato","graphic-novels, comics, cómics, graphic-novel, fiction"
4062,QB VII,Leon Uris,"fiction, historical-fiction"
4063,"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim Butcher,"fantasy, steampunk, science-fiction, fiction, sci-fi"
4064,From Hell,"Alan Moore, Eddie Campbell, Pete Mullins","graphic-novels, comics, graphic-novel, horror, fiction"
4065,"Black Rose (In the Garden, #2)",Nora Roberts,"romance, nora-roberts, paranormal, fiction, contemporary-romance"
4066,"The Perfect Husband (Quincy & Rainie, #1)",Lisa Gardner,"mystery, lisa-gardner, suspense, thriller, fiction"
4067,The Eight (The Eight #1),Katherine Neville,"fiction, mystery, historical-fiction, thriller, fantasy"
4068,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean Webster,"classics, young-adult, fiction, romance, classic"
4069,East,Edith Pattou,"fantasy, young-adult, ya, fairy-tales, romance"
4070,"Dragonquest (Pern, #2)",Anne McCaffrey,"fantasy, science-fiction, sci-fi, dragons, fiction"
4071,Civilization and Its Discontents,"Sigmund Freud, James Strachey, Peter Gay","philosophy, non-fiction, nonfiction, classics"
4072,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen,"non-fiction, animals, biography, nonfiction, cats"
4073,"Complete Me (Stark Trilogy, #3)",J. Kenner,"romance, erotica, bdsm, series, j-kenner"
4074,"Fool's Assassin (The Fitz and the Fool, #1)",Robin Hobb,"fiction, fantasy, robin-hobb, epic-fantasy"
4075,"Astonishing X-Men, Volume 1: Gifted","Joss Whedon, John Cassaday","graphic-novels, comics, cómics, graphic-novel, marvel"
4076,"Fragile Eternity (Wicked Lovely, #3)",Melissa Marr,"young-adult, paranormal, faeries, urban-fantasy, romance"
4077,"The Gamble (Colorado Mountain, #1)",Kristen Ashley,"kristen-ashley, contemporary-romance, romance, series, alpha-male"
4078,The Great and Secret Show (Book of the Art #1),Clive Barker,"horror, fantasy, fiction, clive-barker"
4079,The Mother Tongue: English and How It Got That Way,Bill Bryson,"non-fiction, humor, nonfiction, history, language"
4080,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,"non-fiction, travel, nonfiction, memoir"
4081,I am Charlotte Simmons,Tom Wolfe,fiction
4082,"The Mistake (Off-Campus, #2)",Elle Kennedy,"new-adult, romance, sports, contemporary, college"
4083,"Match Me If You Can (Chicago Stars, #6)",Susan Elizabeth Phillips,"romance, contemporary-romance, contemporary, chick-lit, sports"
4084,"Heaven and Earth (Three Sisters Island, #2)",Nora Roberts,"romance, nora-roberts, paranormal, fiction, fantasy"
4085,The Bad Place,Dean Koontz,"horror, dean-koontz, fiction, thriller, koontz"
4086,"Crazy Little Thing (Bell Harbor, #1)",Tracy Brogan,romance
4087,Avalon High,Meg Cabot,"young-adult, fantasy, ya, romance, meg-cabot"
4088,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",Stephenie Meyer,"vampires, young-adult, fantasy, twilight"
4089,Summer Island,Kristin Hannah,"kristin-hannah, fiction, chick-lit"
4090,Celebration of Discipline: The Path to Spiritual Growth,Richard J. Foster,"non-fiction, christianity, theology, spirituality, religion"
4091,The Prime of Miss Jean Brodie,Muriel Spark,"fiction, classics, 1001-books, historical-fiction, classic"
4092,"Sloppy Firsts (Jessica Darling, #1)",Megan McCafferty,"young-adult, ya, chick-lit, fiction, contemporary"
4093,"Forgive Me, Leonard Peacock",Matthew Quick,"young-adult, ya, contemporary, fiction, realistic-fiction"
4094,"A Long Way from Chicago (A Long Way from Chicago, #1)",Richard Peck,"historical-fiction, young-adult, fiction, childrens, humor"
4095,Cradle and All,James Patterson,"james-patterson, mystery, fiction, thriller, patterson"
4096,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,"non-fiction, nonfiction"
4097,This One Summer,"Mariko Tamaki, Jillian Tamaki","graphic-novels, graphic-novel, young-adult, ya, comics"
4098,The Next Best Thing,Jennifer Weiner,"chick-lit, fiction"
4099,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,Nikki Sixx,"non-fiction, music, biography"
4100,Tinkers,Paul Harding,"fiction, pulitzer, pulitzer-prize, book-club, pulitzer-prize-winners"
4101,"The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks,"fantasy, terry-brooks, shannara, fiction"
4102,Stepbrother Dearest,Penelope Ward,"romance, new-adult, contemporary, contemporary-romance, forbidden-love"
4103,Einstein's Dreams,Alan Lightman,"fiction, science, short-stories, philosophy, science-fiction"
4104,Demons,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky","russian-literature, literature, russia, russian-lit, philosophy"
4105,Seize the Night (Dark-Hunter #6),Sherrilyn Kenyon,"paranormal-romance, paranormal, romance, sherrilyn-kenyon, vampires"
4106,Notes from Underground,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky","classics, fiction, russian, philosophy, russian-literature"
4107,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,"Andrew Williamson, Andrew Williamson",
4108,Portrait in Sepia,"Isabel Allende, Margaret Sayers Peden","fiction, historical-fiction"
4109,Making Faces,Amy Harmon,"romance, contemporary, young-adult, contemporary-romance, military"
4110,Q & A,Vikas Swarup,"fiction, india, contemporary"
4111,The Trespasser (Dublin Murder Squad #6),Tana French,"mystery, fiction, crime, series, thriller"
4112,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",Donald J. Sobol,"mystery, childrens, fiction, children, rory-gilmore-reading-challenge"
4113,"Dissolution (Matthew Shardlake, #1)",C.J. Sansom,"historical-fiction, mystery, fiction, historical, crime"
4114,"The Clique (The Clique, #1)",Lisi Harrison,"young-adult, series, chick-lit, ya, realistic-fiction"
4115,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"non-fiction, science, nonfiction, environment, biology"
4116,Billy Lynn's Long Halftime Walk,Ben Fountain,"fiction, war, book-club"
4117,A Whole New Mind: Why Right-Brainers Will Rule the Future,Daniel H. Pink,"non-fiction, business, psychology, nonfiction, education"
4118,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,"fantasy, fiction, historical-fiction, japan, young-adult"
4119,A Briefer History of Time,"Stephen Hawking, Leonard Mlodinow","non-fiction, nonfiction, science"
4120,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"non-fiction, science, evolution, biology, nonfiction"
4121,"Face the Fire (Three Sisters Island, #3)",Nora Roberts,"romance, nora-roberts, paranormal, fiction, fantasy"
4122,Once We Were Brothers,Ronald H. Balson,"historical-fiction, fiction, book-club"
4123,When I'm Gone,"Emily Bleeker, Dan John Miller",fiction
4124,Life Expectancy,Dean Koontz,"horror, fiction, thriller, koontz, mystery"
4125,"The Dragon Heir (The Heir Chronicles, #3)",Cinda Williams Chima,"fantasy, young-adult, ya, magic, series"
4126,"Fallout (Crank, #3)",Ellen Hopkins,"young-adult, poetry, ellen-hopkins, ya, series"
4127,"Black Notice (Kay Scarpetta, #10)",Patricia Cornwell,"mystery, patricia-cornwell, fiction, crime, thriller"
4128,The Wonder,Emma Donoghue,"historical-fiction, fiction, mystery, historical, book-club"
4129,Innocent Traitor,Alison Weir,"historical-fiction, fiction, historical, history, tudors"
4130,The Fourth Hand,John Irving,fiction
4131,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",Dennis Lehane,"mystery, fiction, crime, thriller"
4132,"Tunnels of Blood (Cirque Du Freak, #3)",Darren Shan,"fantasy, young-adult, vampires, horror, darren-shan"
4133,On Mystic Lake,Kristin Hannah,"fiction, kristin-hannah, romance, chick-lit"
4134,"The Killing Game (Eve Duncan, #2)",Iris Johansen,"iris-johansen, mystery, fiction, suspense"
4135,"The Retribution of Mara Dyer (Mara Dyer, #3)",Michelle Hodkin,"young-adult, paranormal, fantasy, romance, ya"
4136,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,Rachael Ray,"cookbooks, cooking"
4137,A Wolf at the Table,Augusten Burroughs,"memoir, non-fiction, memoirs, nonfiction"
4138,"Seventh Son (Tales of Alvin Maker, #1)",Orson Scott Card,"fantasy, fiction, alternate-history, sci-fi-fantasy, sci-fi"
4139,The Mysteries of Pittsburgh,Michael Chabon,
4140,Manhunt: The 12-Day Chase for Lincoln's Killer,James L. Swanson,"history, non-fiction, nonfiction, civil-war, american-history"
4141,The Book of Tomorrow,Cecelia Ahern,"chick-lit, fiction, fantasy, romance, young-adult"
4142,"Uncommon Criminals (Heist Society, #2)",Ally Carter,"young-adult, ya, mystery, contemporary, series"
4143,On the Fence,Kasie West,"young-adult, romance, contemporary, ya"
4144,Follow You Home,Mark  Edwards,"mystery, fiction"
4145,"Love, Stargirl (Stargirl, #2)",Jerry Spinelli,"young-adult, ya, fiction, realistic-fiction, series"
4146,Nefertiti,Michelle Moran,"historical-fiction, historical, fiction, egypt, history"
4147,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,"non-fiction, psychology, nonfiction, science, self-help"
4148,"Into the Wilderness (Wilderness, #1)",Sara Donati,"historical-fiction, romance, historical, fiction, historical-romance"
4149,"The Oresteia  (Ορέστεια, #1-3)","Aeschylus, Robert Fagles, William Bedell Stanford","classics, plays, drama, fiction, mythology"
4150,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",Louise Penny,"mystery, fiction, mysteries, series, louise-penny"
4151,Don't Waste Your Life,John Piper,"christian, christian-living, theology, non-fiction, christian-life"
4152,La catedral del mar,Ildefonso Falcones,historical-fiction
4153,The Life of Elizabeth I,Alison Weir,"history, biography, non-fiction, nonfiction, biographies"
4154,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",The Church of Jesus Christ of Latter-day Saints,"religious, religion, lds, non-fiction"
4155,Earth (The Book): A Visitor's Guide to the Human Race,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross","humor, non-fiction, comedy, nonfiction"
4156,"My Soul to Take (Soul Screamers, #1)",Rachel Vincent,"young-adult, paranormal, fantasy, ya, romance"
4157,"Conversations With God: An Uncommon Dialogue, Book 2",Neale Donald Walsch,"spirituality, spiritual"
4158,"Everneath (Everneath, #1)",Brodi Ashton,"young-adult, fantasy, paranormal, mythology, ya"
4159,"Plum Spooky (Stephanie Plum, #14.5)",Janet Evanovich,"janet-evanovich, mystery"
4160,Warrior of the Light,Paulo Coelho,philosophy
4161,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",G. Norman Lippert,"fantasy, my-ebooks, harry-potter, james-potter, young-adult"
4162,Where Men Win Glory: The Odyssey of Pat Tillman,Jon Krakauer,"non-fiction, biography, nonfiction, history, war"
4163,God's Smuggler,"Brother Andrew, Elizabeth Sherrill, John Sherrill","christian, biography, non-fiction"
4164,Maine,J. Courtney Sullivan,"fiction, book-club, chick-lit"
4165,The Fill-In Boyfriend,Kasie West,"young-adult, contemporary, romance, ya, read-in-2015"
4166,How I Live Now,Meg Rosoff,"young-adult, ya, dystopia, dystopian, fiction"
4167,"Mister Monday (The Keys to the Kingdom, #1)",Garth Nix,"fantasy, young-adult, ya, fiction, series"
4168,These Things Hidden,Heather Gudenkauf,book-club
4169,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,"Dawn J. Ranck, Phyllis Pellman Good",cookbooks
4170,"Strange Angels (Strange Angels, #1)","Lili St. Crow, Lilith Saintcrow","paranormal, ya, urban-fantasy, series, zombies"
4171,Stolen Lives: Twenty Years in a Desert Jail,"Malika Oufkir, Michèle Fitoussi",nonfiction
4172,Black Hills,Nora Roberts,"nora-roberts, romance, romantic-suspense, mystery, fiction"
4173,Civil War: A Marvel Comics Event,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell","graphic-novels, comics, cómics, marvel, graphic-novel"
4174,The Vow: The Kim & Krickitt Carpenter Story,"Kim Carpenter, John R. Perry, Krickitt Carpenter",
4175,The Puppet Masters,Robert A. Heinlein,"science-fiction, sci-fi, fiction, scifi, sf"
4176,All the Missing Girls,Megan Miranda,"mystery, fiction, thriller, mystery-thriller, book-club"
4177,Just Go to Bed,Mercer Mayer,"children-s-books, picture-books, childrens, children, children-s"
4178,Today Will Be Different,Maria Semple,"fiction, book-club, humor, read-in-2017, chick-lit"
4179,"xxxHolic, Vol. 1 (xxxHOLiC, #1)","CLAMP, William Flanagan","manga, mangá, fantasy, graphic-novels"
4180,"Miss Nelson Is Back (Miss Nelson, #2)","Harry Allard, James  Marshall","picture-books, children-s-books, childrens"
4181,"Green Mars (Mars Trilogy, #2)",Kim Stanley Robinson,"science-fiction, sci-fi, fiction, scifi, sf"
4182,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Tad Williams,"fantasy, fiction"
4183,The Canterville Ghost,"Oscar Wilde, Inga Moore","classics, fiction, short-stories, fantasy, classic"
4184,Seconds,"Bryan Lee O'Malley, Nathan Fairbairn","graphic-novels, comics, graphic-novel, fantasy, fiction"
4185,"Fallen Crest High (Fallen Crest High, #1)",Tijan,"romance, new-adult, young-adult, series, high-school"
4186,Anatomy for the Artist,Jenő Barcsay,art
4187,Suffer the Children,John Saul,horror
4188,"Catherine, Called Birdy",Karen Cushman,"historical-fiction, young-adult, historical, ya, childrens"
4189,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,"non-fiction, biography, middle-east, nonfiction, memoir"
4190,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",Terry Brooks,"fantasy, fiction, terry-brooks, sci-fi-fantasy"
4191,The Power of Your Subconscious Mind,"Joseph Murphy, Ian McMahan","self-help, psychology, non-fiction"
4192,"Blood And Gold (The Vampire Chronicles, #8)",Anne Rice,"vampires, horror, fantasy, vampire, paranormal"
4193,"The Crown of Embers (Fire and Thorns, #2)",Rae Carson,"fantasy, young-adult, ya, romance, series"
4194,"Page (Protector of the Small, #2)",Tamora Pierce,"fantasy, young-adult, ya, tamora-pierce, fiction"
4195,"The Guard (The Selection, #2.5)",Kiera Cass,"young-adult, dystopian, romance, dystopia, ya"
4196,Johnny Tremain,"Esther Forbes, Lynd Ward","historical-fiction, fiction, classics, young-adult, childrens"
4197,The Motorcycle Diaries: Notes on a Latin American Journey,"Ernesto Che Guevara, Aleida Guevara March","biography, memoir, nonfiction"
4198,"Fight with Me (With Me in Seattle, #2)",Kristen Proby,"romance, contemporary-romance, series, contemporary, kristen-proby"
4199,"Black: The Birth of Evil (The Circle, #1)",Ted Dekker,"fantasy, christian-fiction, fiction, christian, ted-dekker"
4200,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",N.K. Jemisin,"fantasy, fiction, romance, series, high-fantasy"
4201,Officer Buckle & Gloria,Peggy Rathmann,"picture-books, caldecott, picture-book, children-s-books, childrens"
4202,The Savage Detectives,"Roberto Bolaño, Natasha Wimmer","fiction, latin-america, novels"
4203,"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,"young-adult, zombies, fantasy, paranormal, ya"
4204,"Spells (Wings, #2)",Aprilynne Pike,"fantasy, young-adult, romance, ya, faeries"
4205,Chess Story,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal","fiction, german, short-stories, literature, german-literature"
4206,The Lion King: A little Golden Book,"Justine Korman Fontes, Don Williams, Walt Disney Company",
4207,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",Gordon Korman,"39-clues, adventure, mystery"
4208,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",Jeanne Birdsall,"fiction, childrens, middle-grade, children, children-s"
4209,"The Lion (John Corey, #5)",Nelson DeMille,"fiction, thriller, nelson-demille"
4210,"Kiss of the Highlander (Highlander, #4)",Karen Marie Moning,"romance, time-travel, paranormal-romance, historical-romance, paranormal"
4211,Elizabeth the Queen: The Life of a Modern Monarch,Sally Bedell Smith,"biography, non-fiction, history, nonfiction"
